IPK,Semester,Jurusan,Pernah_Mengulang,Pendapatan_Orang_Tua,Pekerjaan_Orang_Tua,Jumlah_Tanggungan,Status_Tempat_Tinggal,Asal_Daerah,Aktif_Organisasi,Jumlah_Kegiatan_Relawan,Pengalaman_Magang,Skor_Motivasi_Tertulis,Surat_Rekomendasi,Pernah_Mendapat_Beasiswa,Skor_Keaktifan_Kampus,Rekam_Ketidakhadiran,Pernah_Melawan_Hukum,Jenis_Kelamin,Skor_Literasi_Finansial,Status_Kelayakan,Jumlah_Beasiswa_Per_Semester
3.65,1,Pendidikan,Tidak,2476444,Pedagang,6,Menumpang,Perkotaan,Ya,4,Tidak,100,Ada,Tidak,87,11,Tidak,Laki-laki,55,Layak,7544187
2.92,5,Manajemen,Tidak,6916175,Buruh,4,Kontrak,Pedesaan,Ya,1,Ya,80,Tidak,Ya,93,4,Tidak,Perempuan,73,Tidak Layak,0
3.57,6,Manajemen,Tidak,3721911,Tidak Bekerja,3,Kontrak,Pedesaan,Ya,2,Tidak,67,Ada,Ya,60,15,Tidak,Laki-laki,0,Layak,7601210
3.14,7,Ekonomi,Tidak,7031140,Petani,1,Milik Sendiri,Perkotaan,Tidak,4,Ya,55,Ada,Tidak,51,1,Tidak,Perempuan,67,Tidak Layak,0
2.98,1,Sastra,Ya,1727468,Tidak Bekerja,6,Kontrak,3T,Ya,1,Tidak,83,Ada,Tidak,91,13,Tidak,Laki-laki,93,Layak,5090036
3.81,4,Sastra,Tidak,8809231,Karyawan Swasta,4,Menumpang,Pedesaan,Ya,5,Tidak,58,Tidak,Tidak,92,4,Tidak,Perempuan,2,Tidak Layak,0
3,2,Pertanian,Tidak,8454738,Karyawan Swasta,1,Milik Sendiri,Pedesaan,Tidak,0,Tidak,66,Ada,Tidak,83,17,Tidak,Laki-laki,25,Tidak Layak,0
3,4,Pertanian,Tidak,2725760,Pegawai Negeri,3,Menumpang,Perkotaan,Ya,3,Ya,84,Ada,Tidak,50,6,Tidak,Laki-laki,86,Layak,2852757
2.53,2,Hukum,Ya,2389450,Pedagang,4,Milik Sendiri,Perkotaan,Tidak,2,Ya,81,Tidak,Tidak,57,6,Tidak,Laki-laki,85,Tidak Layak,0
3.81,5,Sastra,Tidak,1325174,Wirausaha,2,Menumpang,Pedesaan,Ya,3,Ya,52,Ada,Tidak,67,9,Tidak,Laki-laki,57,Layak,3718744
2.95,5,Manajemen,Tidak,9462083,Petani,2,Kontrak,Perkotaan,Ya,4,Ya,61,Ada,Ya,60,20,Tidak,Perempuan,75,Tidak Layak,0
2.6,3,Manajemen,Tidak,4880503,Buruh,4,Milik Sendiri,Pedesaan,Ya,3,Tidak,93,Tidak,Ya,98,13,Tidak,Laki-laki,69,Tidak Layak,0
2.94,4,Manajemen,Tidak,3473201,Buruh,6,Kontrak,Pedesaan,Ya,4,Tidak,97,Ada,Tidak,100,18,Tidak,Perempuan,51,Tidak Layak,0
3.58,2,Pertanian,Tidak,1524902,Karyawan Swasta,4,Milik Sendiri,Perkotaan,Ya,1,Tidak,50,Tidak,Ya,74,17,Tidak,Laki-laki,23,Layak,3878278
2.69,6,Pendidikan,Tidak,1946013,Karyawan Swasta,6,Menumpang,Pedesaan,Tidak,4,Tidak,56,Tidak,Tidak,86,4,Tidak,Laki-laki,9,Tidak Layak,0
3.17,3,Pendidikan,Tidak,8162586,Tidak Bekerja,5,Milik Sendiri,Pedesaan,Ya,5,Ya,77,Tidak,Ya,60,4,Tidak,Laki-laki,42,Tidak Layak,0
3.27,1,Kedokteran,Tidak,9597987,Karyawan Swasta,6,Menumpang,Perkotaan,Ya,2,Tidak,69,Tidak,Ya,91,2,Tidak,Perempuan,80,Tidak Layak,0
3.68,8,Teknik Informatika,Tidak,7905556,Petani,3,Milik Sendiri,Pedesaan,Ya,3,Ya,62,Ada,Ya,89,14,Tidak,Laki-laki,78,Layak,2532517
3.61,8,Pertanian,Tidak,8762295,Karyawan Swasta,5,Milik Sendiri,Perkotaan,Ya,3,Tidak,95,Ada,Ya,70,16,Tidak,Perempuan,95,Layak,2320276
3.61,6,Teknik Informatika,Tidak,3624541,Wirausaha,6,Milik Sendiri,Pedesaan,Tidak,0,Tidak,73,Tidak,Tidak,96,19,Tidak,Perempuan,72,Tidak Layak,0
3.31,1,Teknik Informatika,Tidak,3317224,Pegawai Negeri,5,Milik Sendiri,Perkotaan,Ya,2,Ya,61,Tidak,Tidak,87,12,Tidak,Perempuan,78,Tidak Layak,0
3.11,5,Hukum,Tidak,2733012,Wirausaha,5,Menumpang,Pedesaan,Ya,3,Tidak,64,Ada,Ya,71,12,Tidak,Laki-laki,87,Layak,7708695
3.31,6,Hukum,Tidak,6168818,Wirausaha,4,Milik Sendiri,Perkotaan,Ya,1,Tidak,60,Tidak,Ya,94,7,Tidak,Perempuan,13,Tidak Layak,0
2.59,4,Manajemen,Tidak,7063570,Pegawai Negeri,3,Milik Sendiri,Perkotaan,Ya,2,Tidak,85,Tidak,Ya,89,10,Tidak,Perempuan,33,Tidak Layak,0
3.41,4,Teknik Informatika,Ya,2512893,Wirausaha,5,Menumpang,3T,Tidak,3,Tidak,60,Ada,Ya,83,10,Tidak,Perempuan,4,Tidak Layak,0
2.85,2,Pendidikan,Tidak,5660344,Petani,3,Kontrak,Pedesaan,Ya,2,Ya,63,Ada,Tidak,89,6,Tidak,Perempuan,93,Layak,6400032
3.14,2,Kedokteran,Tidak,8004899,Tidak Bekerja,3,Milik Sendiri,3T,Tidak,1,Tidak,91,Ada,Tidak,99,2,Ya,Perempuan,22,Tidak Layak,0
3.87,8,Ekonomi,Tidak,2547050,Wirausaha,5,Menumpang,Pedesaan,Ya,5,Tidak,98,Tidak,Ya,67,11,Tidak,Perempuan,51,Layak,3365577
3,3,Pendidikan,Tidak,7683194,Karyawan Swasta,1,Kontrak,Perkotaan,Ya,3,Tidak,78,Tidak,Tidak,69,5,Tidak,Perempuan,65,Tidak Layak,0
2.68,6,Sastra,Tidak,6196472,Wirausaha,5,Kontrak,Perkotaan,Tidak,2,Tidak,89,Tidak,Ya,82,4,Tidak,Laki-laki,10,Tidak Layak,0
3.48,7,Pendidikan,Ya,604984,Petani,1,Milik Sendiri,Perkotaan,Ya,1,Tidak,64,Ada,Ya,58,20,Tidak,Laki-laki,41,Tidak Layak,0
3.34,6,Manajemen,Tidak,5935425,Pegawai Negeri,4,Milik Sendiri,Pedesaan,Tidak,3,Tidak,61,Ada,Tidak,69,9,Tidak,Perempuan,49,Tidak Layak,0
3.43,8,Hukum,Tidak,4225976,Karyawan Swasta,4,Menumpang,Perkotaan,Tidak,2,Tidak,59,Ada,Ya,73,16,Tidak,Laki-laki,47,Tidak Layak,0
2.92,5,Kedokteran,Tidak,1667580,Buruh,2,Milik Sendiri,Perkotaan,Tidak,0,Tidak,62,Ada,Ya,62,19,Tidak,Laki-laki,80,Tidak Layak,0
2.85,5,Manajemen,Ya,636144,Petani,5,Milik Sendiri,Pedesaan,Ya,1,Tidak,79,Tidak,Ya,84,5,Tidak,Perempuan,66,Tidak Layak,0
3.88,2,Pertanian,Ya,3531059,Pegawai Negeri,4,Kontrak,Pedesaan,Tidak,2,Tidak,67,Tidak,Ya,74,4,Tidak,Laki-laki,41,Tidak Layak,0
3.08,3,Manajemen,Tidak,8109696,Karyawan Swasta,6,Menumpang,Pedesaan,Ya,0,Tidak,61,Tidak,Ya,91,15,Tidak,Perempuan,87,Tidak Layak,0
3.39,4,Kedokteran,Tidak,4145184,Buruh,6,Menumpang,Perkotaan,Tidak,0,Ya,61,Ada,Ya,97,13,Tidak,Laki-laki,93,Tidak Layak,0
2.7,7,Pendidikan,Tidak,1764379,Wirausaha,3,Milik Sendiri,Pedesaan,Ya,1,Ya,73,Ada,Ya,70,17,Tidak,Perempuan,53,Tidak Layak,0
3.47,2,Pertanian,Tidak,8268311,Wirausaha,6,Kontrak,Pedesaan,Tidak,2,Ya,51,Tidak,Tidak,66,18,Tidak,Perempuan,78,Tidak Layak,0
3.12,2,Hukum,Tidak,7861775,Petani,2,Menumpang,3T,Ya,0,Ya,92,Tidak,Tidak,96,3,Tidak,Perempuan,17,Tidak Layak,0
3.52,4,Hukum,Ya,2153502,Pedagang,3,Kontrak,Perkotaan,Tidak,0,Tidak,61,Ada,Ya,66,17,Tidak,Perempuan,66,Layak,6223334
3.09,8,Pendidikan,Tidak,6744360,Wirausaha,5,Kontrak,3T,Tidak,3,Tidak,98,Ada,Ya,51,8,Tidak,Laki-laki,49,Tidak Layak,0
2.96,2,Pendidikan,Ya,1614148,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Ya,0,Ya,59,Ada,Tidak,92,0,Tidak,Laki-laki,61,Tidak Layak,0
3.89,5,Kedokteran,Ya,3793914,Petani,5,Kontrak,Perkotaan,Ya,5,Tidak,55,Ada,Ya,75,1,Tidak,Laki-laki,14,Layak,3738502
2.98,3,Manajemen,Tidak,8223303,Karyawan Swasta,4,Menumpang,3T,Ya,5,Tidak,57,Ada,Tidak,75,3,Tidak,Laki-laki,5,Tidak Layak,0
3.54,2,Teknik Informatika,Tidak,6253560,Wirausaha,6,Menumpang,Perkotaan,Tidak,1,Tidak,97,Ada,Ya,68,18,Tidak,Perempuan,43,Tidak Layak,0
2.92,4,Teknik Informatika,Tidak,8139392,Wirausaha,6,Kontrak,Perkotaan,Ya,2,Ya,55,Tidak,Ya,100,17,Tidak,Laki-laki,43,Tidak Layak,0
3.2,1,Pendidikan,Tidak,3018731,Buruh,3,Kontrak,3T,Tidak,4,Ya,73,Tidak,Tidak,100,2,Tidak,Laki-laki,27,Tidak Layak,0
2.7,6,Hukum,Tidak,8830861,Tidak Bekerja,1,Milik Sendiri,Pedesaan,Ya,1,Ya,77,Tidak,Tidak,84,11,Tidak,Laki-laki,27,Tidak Layak,0
3.53,1,Sastra,Tidak,3120107,Petani,2,Kontrak,Perkotaan,Ya,2,Tidak,80,Ada,Tidak,67,1,Tidak,Laki-laki,56,Layak,2716165
3.52,7,Ekonomi,Tidak,875480,Karyawan Swasta,2,Milik Sendiri,3T,Ya,5,Tidak,56,Tidak,Tidak,66,5,Tidak,Laki-laki,28,Layak,7882100
3.34,5,Teknik Informatika,Tidak,2592029,Petani,5,Kontrak,Perkotaan,Ya,3,Tidak,99,Tidak,Tidak,77,9,Tidak,Perempuan,56,Layak,6950309
2.77,6,Pendidikan,Tidak,3393776,Pedagang,3,Kontrak,Perkotaan,Ya,2,Tidak,50,Ada,Ya,85,1,Tidak,Laki-laki,4,Tidak Layak,0
2.87,4,Teknik Informatika,Tidak,7421821,Buruh,2,Milik Sendiri,Pedesaan,Ya,0,Tidak,77,Ada,Ya,83,3,Tidak,Perempuan,57,Tidak Layak,0
3.62,2,Hukum,Tidak,2314986,Pegawai Negeri,6,Milik Sendiri,Pedesaan,Ya,0,Tidak,56,Ada,Ya,79,7,Tidak,Laki-laki,36,Layak,5029303
3.01,5,Pertanian,Tidak,7221240,Pedagang,1,Menumpang,3T,Ya,3,Ya,84,Tidak,Tidak,77,13,Tidak,Perempuan,3,Tidak Layak,0
3.23,4,Manajemen,Tidak,6099609,Pedagang,6,Milik Sendiri,Perkotaan,Ya,3,Tidak,77,Tidak,Tidak,59,2,Tidak,Laki-laki,67,Tidak Layak,0
2.31,4,Hukum,Tidak,8469234,Petani,1,Milik Sendiri,Perkotaan,Ya,3,Ya,71,Ada,Ya,100,3,Tidak,Perempuan,85,Tidak Layak,0
2.64,8,Manajemen,Tidak,1126641,Petani,6,Menumpang,Pedesaan,Ya,4,Ya,95,Tidak,Ya,70,7,Tidak,Laki-laki,40,Layak,3443852
3.21,1,Sastra,Tidak,8919411,Petani,5,Kontrak,Perkotaan,Ya,3,Tidak,75,Tidak,Ya,91,2,Tidak,Perempuan,87,Tidak Layak,0
3.39,2,Ekonomi,Tidak,9837225,Wirausaha,3,Milik Sendiri,Pedesaan,Ya,0,Ya,81,Tidak,Ya,81,15,Tidak,Laki-laki,29,Tidak Layak,0
2.83,3,Pendidikan,Tidak,4038909,Wirausaha,6,Menumpang,Perkotaan,Ya,4,Tidak,57,Tidak,Ya,54,8,Tidak,Perempuan,84,Tidak Layak,0
3.24,3,Teknik Informatika,Tidak,1355315,Buruh,4,Menumpang,Perkotaan,Ya,3,Ya,60,Ada,Tidak,56,17,Tidak,Laki-laki,30,Layak,5098558
3.9,8,Hukum,Tidak,1900910,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,4,Tidak,92,Ada,Ya,84,12,Tidak,Perempuan,68,Layak,3159646
3.09,3,Manajemen,Tidak,6473542,Buruh,5,Menumpang,Perkotaan,Ya,3,Tidak,73,Tidak,Ya,84,5,Tidak,Laki-laki,33,Tidak Layak,0
3.37,1,Ekonomi,Tidak,8440241,Wirausaha,1,Milik Sendiri,Perkotaan,Ya,0,Ya,75,Ada,Ya,60,16,Tidak,Perempuan,21,Tidak Layak,0
3.24,7,Hukum,Tidak,7078422,Buruh,6,Kontrak,Perkotaan,Ya,0,Tidak,64,Ada,Tidak,100,2,Tidak,Perempuan,14,Tidak Layak,0
2.59,6,Ekonomi,Ya,9758473,Wirausaha,2,Milik Sendiri,Pedesaan,Tidak,5,Tidak,64,Tidak,Tidak,72,3,Tidak,Perempuan,74,Tidak Layak,0
2.65,7,Hukum,Tidak,1257786,Buruh,4,Menumpang,Perkotaan,Tidak,3,Ya,65,Tidak,Tidak,51,8,Tidak,Perempuan,19,Tidak Layak,0
2.97,2,Pertanian,Ya,9909218,Pegawai Negeri,1,Kontrak,3T,Tidak,2,Tidak,65,Tidak,Tidak,84,17,Tidak,Laki-laki,34,Tidak Layak,0
2.57,7,Kedokteran,Tidak,7813326,Pedagang,3,Kontrak,Pedesaan,Tidak,4,Tidak,86,Ada,Tidak,51,19,Tidak,Laki-laki,38,Tidak Layak,0
2.45,2,Kedokteran,Tidak,2394922,Buruh,6,Milik Sendiri,Pedesaan,Tidak,4,Tidak,60,Ada,Tidak,56,7,Tidak,Perempuan,0,Tidak Layak,0
2.15,6,Hukum,Tidak,1234688,Pegawai Negeri,3,Menumpang,Pedesaan,Ya,5,Ya,60,Tidak,Tidak,98,9,Tidak,Perempuan,15,Tidak Layak,0
3.2,2,Ekonomi,Tidak,1029586,Tidak Bekerja,2,Menumpang,Pedesaan,Ya,4,Tidak,54,Tidak,Tidak,97,2,Tidak,Laki-laki,89,Layak,4170064
2.83,1,Teknik Informatika,Tidak,8246461,Tidak Bekerja,5,Milik Sendiri,3T,Ya,2,Tidak,56,Ada,Tidak,89,5,Tidak,Perempuan,33,Tidak Layak,0
3.3,7,Kedokteran,Tidak,7140884,Wirausaha,5,Menumpang,Pedesaan,Tidak,3,Tidak,94,Ada,Tidak,71,18,Tidak,Perempuan,84,Tidak Layak,0
2.8,1,Manajemen,Ya,2761026,Wirausaha,5,Menumpang,3T,Tidak,3,Tidak,65,Tidak,Ya,72,3,Tidak,Laki-laki,54,Tidak Layak,0
3.46,1,Kedokteran,Tidak,9523079,Tidak Bekerja,5,Kontrak,Pedesaan,Ya,3,Tidak,91,Ada,Ya,82,18,Tidak,Perempuan,76,Layak,2468179
2.13,7,Pertanian,Ya,915625,Buruh,6,Menumpang,Pedesaan,Tidak,2,Tidak,87,Tidak,Ya,53,9,Tidak,Perempuan,87,Tidak Layak,0
3.3,5,Ekonomi,Tidak,7386381,Petani,3,Kontrak,Pedesaan,Ya,2,Ya,73,Tidak,Tidak,71,17,Tidak,Perempuan,100,Tidak Layak,0
4,5,Pendidikan,Tidak,3726049,Tidak Bekerja,5,Menumpang,3T,Ya,2,Ya,75,Tidak,Ya,90,5,Tidak,Perempuan,89,Layak,4425905
2.76,1,Manajemen,Tidak,6103625,Buruh,5,Kontrak,Pedesaan,Ya,5,Tidak,77,Ada,Ya,57,5,Tidak,Laki-laki,97,Tidak Layak,0
3.31,8,Ekonomi,Tidak,8525631,Wirausaha,6,Kontrak,Pedesaan,Ya,2,Tidak,74,Ada,Ya,55,5,Tidak,Laki-laki,11,Tidak Layak,0
3.9,6,Sastra,Tidak,9174986,Wirausaha,4,Milik Sendiri,3T,Tidak,4,Ya,80,Tidak,Tidak,95,15,Tidak,Laki-laki,25,Tidak Layak,0
3.1,2,Hukum,Tidak,6512365,Karyawan Swasta,1,Kontrak,Pedesaan,Tidak,3,Tidak,60,Tidak,Ya,59,3,Tidak,Laki-laki,26,Tidak Layak,0
3.77,5,Kedokteran,Tidak,8531619,Pegawai Negeri,2,Kontrak,Pedesaan,Ya,3,Tidak,84,Ada,Tidak,85,11,Tidak,Laki-laki,47,Layak,4220691
3.13,3,Sastra,Ya,9853165,Wirausaha,2,Menumpang,Pedesaan,Ya,2,Ya,93,Tidak,Tidak,69,20,Tidak,Perempuan,43,Tidak Layak,0
2.92,3,Kedokteran,Tidak,1786876,Petani,2,Milik Sendiri,3T,Tidak,3,Ya,84,Tidak,Ya,78,14,Tidak,Perempuan,97,Tidak Layak,0
3.09,4,Kedokteran,Tidak,3291018,Karyawan Swasta,2,Milik Sendiri,3T,Tidak,4,Ya,60,Ada,Tidak,72,0,Tidak,Laki-laki,8,Tidak Layak,0
3.58,7,Kedokteran,Tidak,4777014,Pegawai Negeri,6,Menumpang,3T,Ya,1,Ya,84,Ada,Tidak,89,7,Tidak,Laki-laki,39,Layak,2099113
3.68,1,Manajemen,Tidak,7149465,Karyawan Swasta,4,Menumpang,Pedesaan,Tidak,3,Ya,61,Tidak,Tidak,66,11,Tidak,Perempuan,6,Tidak Layak,0
3,4,Pendidikan,Tidak,8471047,Buruh,5,Milik Sendiri,Pedesaan,Tidak,0,Ya,93,Tidak,Ya,91,19,Tidak,Perempuan,64,Tidak Layak,0
2.95,5,Ekonomi,Tidak,7640130,Buruh,5,Menumpang,Perkotaan,Tidak,5,Tidak,69,Tidak,Tidak,87,4,Tidak,Laki-laki,35,Tidak Layak,0
2.72,8,Hukum,Tidak,4401561,Petani,1,Menumpang,Perkotaan,Ya,3,Tidak,61,Tidak,Ya,63,17,Tidak,Perempuan,20,Tidak Layak,0
3.56,4,Kedokteran,Tidak,2231464,Pedagang,1,Menumpang,Perkotaan,Ya,3,Tidak,60,Ada,Ya,83,16,Tidak,Laki-laki,21,Layak,3222267
3.71,2,Teknik Informatika,Tidak,750028,Pedagang,2,Milik Sendiri,Perkotaan,Ya,5,Tidak,79,Tidak,Tidak,57,1,Tidak,Perempuan,91,Layak,5239964
3.12,2,Teknik Informatika,Tidak,5457192,Pedagang,3,Kontrak,Perkotaan,Ya,5,Ya,85,Tidak,Tidak,91,7,Tidak,Laki-laki,75,Layak,6280998
4,1,Pertanian,Tidak,9733029,Wirausaha,2,Milik Sendiri,Pedesaan,Ya,4,Ya,93,Ada,Ya,50,6,Tidak,Laki-laki,58,Layak,5391327
3.76,3,Teknik Informatika,Tidak,5179965,Pegawai Negeri,6,Menumpang,Pedesaan,Tidak,2,Ya,94,Ada,Tidak,77,12,Tidak,Laki-laki,9,Layak,2109403
3.37,7,Pendidikan,Tidak,1951929,Wirausaha,1,Menumpang,Perkotaan,Tidak,1,Tidak,50,Tidak,Tidak,56,12,Tidak,Perempuan,98,Tidak Layak,0
3.63,8,Teknik Informatika,Tidak,752403,Pegawai Negeri,5,Milik Sendiri,Pedesaan,Ya,2,Tidak,74,Tidak,Ya,74,19,Tidak,Laki-laki,67,Layak,3963604
3.81,7,Manajemen,Tidak,8641900,Tidak Bekerja,5,Milik Sendiri,Pedesaan,Ya,4,Tidak,73,Tidak,Ya,86,14,Tidak,Laki-laki,88,Tidak Layak,0
3.32,4,Hukum,Ya,1959206,Pedagang,4,Menumpang,Perkotaan,Ya,5,Tidak,85,Ada,Tidak,50,9,Tidak,Laki-laki,97,Layak,6795261
3.39,6,Hukum,Tidak,8234053,Pegawai Negeri,3,Menumpang,Pedesaan,Tidak,3,Tidak,68,Ada,Ya,81,9,Tidak,Laki-laki,100,Tidak Layak,0
3.16,2,Manajemen,Tidak,9751390,Pedagang,3,Milik Sendiri,Perkotaan,Ya,1,Tidak,61,Ada,Ya,88,15,Tidak,Laki-laki,57,Tidak Layak,0
2.71,1,Sastra,Tidak,6647865,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Ya,2,Ya,52,Tidak,Tidak,99,16,Tidak,Laki-laki,16,Tidak Layak,0
2.76,6,Pertanian,Tidak,803026,Wirausaha,1,Milik Sendiri,Perkotaan,Ya,5,Tidak,76,Tidak,Ya,79,5,Tidak,Laki-laki,35,Tidak Layak,0
2.89,8,Hukum,Tidak,9895073,Buruh,3,Menumpang,Perkotaan,Ya,0,Ya,83,Ada,Ya,94,8,Tidak,Laki-laki,11,Tidak Layak,0
2.84,3,Ekonomi,Ya,9597360,Tidak Bekerja,3,Milik Sendiri,Pedesaan,Ya,2,Tidak,91,Ada,Ya,57,18,Tidak,Laki-laki,78,Layak,3493174
3.81,8,Manajemen,Tidak,1945753,Pegawai Negeri,2,Kontrak,3T,Tidak,5,Ya,100,Tidak,Ya,86,4,Tidak,Laki-laki,59,Layak,2594585
3.27,7,Pendidikan,Tidak,577233,Karyawan Swasta,3,Menumpang,Perkotaan,Tidak,4,Tidak,69,Tidak,Tidak,64,20,Tidak,Perempuan,52,Tidak Layak,0
3.42,4,Ekonomi,Tidak,4813268,Pegawai Negeri,4,Milik Sendiri,Pedesaan,Tidak,4,Tidak,82,Ada,Tidak,62,9,Tidak,Laki-laki,27,Tidak Layak,0
3.44,2,Teknik Informatika,Tidak,1261751,Pedagang,3,Menumpang,Perkotaan,Ya,5,Ya,79,Tidak,Ya,100,11,Tidak,Laki-laki,43,Layak,3269900
2.82,7,Teknik Informatika,Tidak,5080322,Buruh,4,Milik Sendiri,Perkotaan,Ya,4,Tidak,95,Tidak,Tidak,84,16,Tidak,Perempuan,22,Tidak Layak,0
3.62,6,Kedokteran,Tidak,5498189,Karyawan Swasta,2,Menumpang,3T,Ya,3,Tidak,67,Ada,Tidak,73,14,Tidak,Perempuan,10,Layak,5055316
3.41,7,Hukum,Tidak,3566409,Wirausaha,1,Menumpang,3T,Tidak,2,Ya,81,Tidak,Ya,92,19,Tidak,Laki-laki,12,Tidak Layak,0
2.82,2,Manajemen,Tidak,9014611,Karyawan Swasta,1,Menumpang,Perkotaan,Ya,2,Tidak,95,Tidak,Tidak,53,5,Tidak,Laki-laki,51,Tidak Layak,0
3.77,6,Kedokteran,Tidak,4997120,Wirausaha,1,Menumpang,3T,Ya,0,Tidak,61,Tidak,Tidak,100,18,Tidak,Laki-laki,1,Tidak Layak,0
3.34,3,Ekonomi,Tidak,1351844,Petani,3,Milik Sendiri,Pedesaan,Tidak,1,Tidak,72,Tidak,Tidak,90,19,Tidak,Perempuan,36,Tidak Layak,0
2.57,1,Pertanian,Ya,7931337,Wirausaha,2,Milik Sendiri,Pedesaan,Ya,2,Tidak,87,Tidak,Ya,64,2,Ya,Perempuan,36,Tidak Layak,0
3.47,4,Sastra,Tidak,704762,Pedagang,6,Menumpang,3T,Ya,1,Tidak,63,Tidak,Ya,82,19,Tidak,Perempuan,8,Tidak Layak,0
3.08,2,Sastra,Tidak,2073623,Pedagang,6,Kontrak,Perkotaan,Tidak,1,Tidak,72,Tidak,Ya,73,18,Tidak,Laki-laki,46,Tidak Layak,0
3.66,7,Manajemen,Ya,7337673,Karyawan Swasta,5,Menumpang,3T,Ya,4,Tidak,85,Ada,Ya,84,12,Tidak,Perempuan,33,Layak,2369843
2.88,4,Pertanian,Tidak,2602292,Wirausaha,2,Menumpang,3T,Tidak,2,Tidak,73,Ada,Ya,50,12,Tidak,Perempuan,97,Tidak Layak,0
2.79,3,Pendidikan,Tidak,4156866,Pedagang,6,Kontrak,Perkotaan,Ya,1,Tidak,70,Tidak,Ya,75,5,Tidak,Perempuan,68,Tidak Layak,0
3.1,5,Hukum,Tidak,3633483,Wirausaha,5,Menumpang,Perkotaan,Ya,1,Ya,56,Ada,Ya,97,1,Tidak,Perempuan,86,Tidak Layak,0
3.33,1,Pendidikan,Tidak,9576706,Buruh,4,Menumpang,Pedesaan,Ya,0,Ya,75,Tidak,Ya,100,4,Tidak,Laki-laki,36,Tidak Layak,0
3.77,6,Pertanian,Tidak,9938405,Buruh,5,Kontrak,Pedesaan,Ya,1,Ya,87,Tidak,Tidak,60,12,Ya,Laki-laki,53,Tidak Layak,0
3.73,3,Teknik Informatika,Tidak,2873393,Karyawan Swasta,3,Kontrak,Pedesaan,Ya,3,Tidak,51,Ada,Ya,78,3,Tidak,Perempuan,20,Layak,3892887
3.45,1,Hukum,Ya,3322741,Petani,6,Menumpang,Perkotaan,Ya,2,Tidak,83,Ada,Tidak,96,0,Tidak,Laki-laki,55,Layak,2892682
3.59,2,Ekonomi,Tidak,6731534,Pegawai Negeri,5,Menumpang,3T,Ya,2,Tidak,79,Tidak,Ya,95,3,Tidak,Laki-laki,90,Layak,2422315
3.33,6,Kedokteran,Tidak,4122993,Petani,5,Kontrak,Perkotaan,Ya,4,Tidak,61,Tidak,Tidak,69,1,Tidak,Laki-laki,21,Tidak Layak,0
2.87,8,Hukum,Ya,3480174,Buruh,2,Menumpang,Pedesaan,Ya,1,Ya,59,Ada,Tidak,55,8,Tidak,Perempuan,83,Tidak Layak,0
3.81,4,Hukum,Tidak,9306371,Wirausaha,1,Milik Sendiri,Pedesaan,Tidak,2,Tidak,95,Ada,Ya,93,4,Tidak,Laki-laki,16,Layak,2302960
2.61,4,Teknik Informatika,Tidak,3004296,Pedagang,2,Milik Sendiri,Perkotaan,Ya,1,Tidak,56,Ada,Tidak,95,6,Ya,Laki-laki,64,Tidak Layak,0
3.26,2,Ekonomi,Tidak,1289113,Karyawan Swasta,3,Kontrak,3T,Tidak,0,Ya,100,Ada,Tidak,79,14,Tidak,Laki-laki,78,Layak,6506939
3.98,4,Hukum,Tidak,884496,Wirausaha,2,Menumpang,3T,Tidak,5,Tidak,54,Tidak,Tidak,74,19,Ya,Laki-laki,74,Tidak Layak,0
3,4,Manajemen,Tidak,989418,Pegawai Negeri,2,Menumpang,Pedesaan,Ya,4,Ya,60,Ada,Ya,62,3,Tidak,Laki-laki,64,Layak,2468730
3.99,6,Ekonomi,Tidak,6683652,Tidak Bekerja,4,Kontrak,Pedesaan,Tidak,0,Ya,94,Tidak,Ya,55,18,Tidak,Perempuan,46,Tidak Layak,0
3.2,6,Teknik Informatika,Tidak,5314049,Tidak Bekerja,3,Kontrak,Perkotaan,Ya,3,Ya,62,Tidak,Ya,95,7,Tidak,Perempuan,1,Tidak Layak,0
3.69,5,Ekonomi,Ya,3683858,Pedagang,2,Kontrak,3T,Tidak,0,Ya,59,Tidak,Ya,100,13,Tidak,Perempuan,83,Tidak Layak,0
3.87,6,Sastra,Tidak,2201408,Wirausaha,5,Menumpang,Perkotaan,Tidak,4,Tidak,88,Ada,Tidak,59,20,Tidak,Perempuan,91,Layak,2709973
3.58,7,Sastra,Tidak,9890302,Pegawai Negeri,2,Milik Sendiri,Perkotaan,Tidak,2,Tidak,61,Tidak,Ya,73,17,Tidak,Laki-laki,33,Tidak Layak,0
3.39,4,Teknik Informatika,Tidak,4541390,Petani,1,Menumpang,Perkotaan,Tidak,4,Tidak,51,Tidak,Tidak,73,14,Tidak,Perempuan,88,Tidak Layak,0
3.41,5,Pertanian,Tidak,8108994,Karyawan Swasta,5,Menumpang,Perkotaan,Tidak,2,Tidak,90,Tidak,Ya,73,7,Tidak,Perempuan,34,Tidak Layak,0
3.73,7,Ekonomi,Tidak,8935412,Karyawan Swasta,1,Kontrak,Pedesaan,Ya,0,Ya,68,Tidak,Ya,84,0,Tidak,Perempuan,65,Tidak Layak,0
3.3,2,Pendidikan,Ya,7195802,Buruh,2,Kontrak,Perkotaan,Ya,3,Ya,78,Ada,Ya,65,0,Tidak,Perempuan,17,Tidak Layak,0
